,Tweet,Textlabel,sentiment,Category
367,let assume 'm wrong prejudice serious journalist actually,negative,-0.2777777777777777,bullying
368,yeah true jason fat spengling dog noncing retard,negative,-0.275,bullying
369,yeah cool retard need help computer groceries..,negative,-0.275,bullying
370,well know get back fag packet stupid enough still smoke..,negative,-0.26666666666666666,bullying
371,.jimmykimmellive worthless piece shit f******* a** whole need taken air 'how dar,negative,-0.26666666666666666,bullying
372,well know get back fag packet stupid enough still smoke..,negative,-0.26666666666666666,bullying
373,keep jean heel fucking bimbo cause 'm done fucking tight as open 'm throwing,negative,-0.25952380952380955,bullying
374,keep jean heel fucking bimbo cause 'm done fucking tight as open 'm throwing,negative,-0.25952380952380955,bullying
375,.america racist contradicting worthless orange cheeto bozo clown nothing right,negative,-0.2571428571428572,bullying
376,allow god given right dependent constitution taken idiot,negative,-0.2571428571428572,bullying
377,man fucking killed cunt course going arrested mean gon na charged jesus christ,negative,-0.25625,bullying
378,anyone reference talking alien explaining aquarius fraudulent 'do trust fugly,negative,-0.25,bullying
379,corbyn surporter reject notion 'm kind naive idiot blind antisemitism 'm fed,negative,-0.25,bullying
380,realdonaldtrump 'll never able call anything else,negative,-0.25,bullying
381,find disturbing someone say especially witness nazi germany say,negative,-0.25,bullying
382,.this guy better history 'another pathetic loser prison,negative,-0.25,bullying
383,meant smell like finish work massage parlor bye libtard sorry low iq..,negative,-0.25,bullying
384,hillaryclinton leader scum bag piece shit need die painfu,negative,-0.25,bullying
385,fucking lazy cunt,negative,-0.25,bullying
386,sound like retard wonder twitter.a,negative,-0.25,bullying
387,anyone reference talking alien explaining aquarius fraudulent 'do trust fugly,negative,-0.25,bullying
388,anyone reference talking alien explaining aquarius fraudulent 'do trust fugly,negative,-0.25,bullying
389,corbyn surporter reject notion 'm kind naive idiot blind antisemitism 'm fed,negative,-0.25,bullying
390,realdonaldtrump 'll never able call anything else,negative,-0.25,bullying
391,find disturbing someone say especially witness nazi germany say,negative,-0.25,bullying
392,.this guy better history 'another pathetic loser prison,negative,-0.25,bullying
393,meant smell like finish work massage parlor bye libtard sorry low iq..,negative,-0.25,bullying
394,would like one night stand single woman looking men meet fuck tonight,negative,-0.2357142857142857,bullying
395,would like one night stand single woman looking men meet fuck tonight,negative,-0.2357142857142857,bullying
396,retard could even tell apart real rv imitation/knockoff account 'low iq,negative,-0.2333333333333333,bullying
397,go back worshipping cow dumb fuck,negative,-0.2270833333333333,bullying
398,law goat fuck goat ironically still goatfucker 'stop using humor excuse justify p,negative,-0.225,bullying
399,fugly friend 'funny ugly,negative,-0.225,bullying
400,fugly friend 'funny ugly,negative,-0.225,bullying
401,fugly friend 'funny ugly,negative,-0.225,bullying
402,ivankatoworkday fuck piece shit liberal 'all insulting successful people failu,negative,-0.2125,bullying
403,salivating worthless piece shit need keep clean lickthemcleanbitch dom footfetish .bri,negative,-0.2111111111111111,bullying
404,erm jug seem missing biggest game week arsenal russian team nobody heard,negative,-0.20000000000000004,bullying
405,holy shit fooking retard guess happens take many shot noggin eh roid raging pos..,negative,-0.20000000000000004,bullying
406,erm jug seem missing biggest game week arsenal russian team nobody heard,negative,-0.20000000000000004,bullying
407,.and there like 20 people claimin one ov fb status bout xd people round ear make chuckle,negative,-0.2,bullying
408,.i need someone beat living shit dumbass,negative,-0.2,bullying
409,.my mum find irritating tell shut every time open damn mouth 'my dad dumbass bigot,negative,-0.2,bullying
410,goatfucker fuck goat say gross,negative,-0.2,bullying
411,.fuck narrow minded,negative,-0.2,bullying
412,girl saying men trash shit 'well stop going guy wan na f,negative,-0.2,bullying
413,spike ring blackwork craeven amsterdam handmade via .etsy shit come,negative,-0.2,bullying
414,..realdonaldtrump unicorn poop rainbow alternate reality 'the caravan broken n,negative,-0.2,bullying
415,..khutsom nigger killed whooole family dick,negative,-0.2,bullying
416,swear ca around family anymore shit go missing fucker act like know 'm,negative,-0.2,bullying
417,dude shut fuck 'honestly 'you boring 'this trolling obsessive 'the last time man,negative,-0.2,bullying
418,prefer call dimwit 'dumbass bit harsh 'inbred knuckle dragging mouth breather would,negative,-0.2,bullying
419,fuck nra low iq talking point,negative,-0.2,bullying
420,want officially say fuck paul nehlen low iq cretin still defend 'ricky vaughn mor,negative,-0.2,bullying
421,.i want officially say fuck paul nehlen low iq cretin still defend 'ricky vaughn,negative,-0.2,bullying
422,heard dude say trouble dating cuz everyone fat san antonio messed cuz f,negative,-0.2,bullying
423,shut hell goatfucker 'go eat shit mother as,negative,-0.2,bullying
424,everyday 'm call whore goatfucker bitch etc.. nobody get suspended 'm force remove,negative,-0.2,bullying
425,goatfucker eat shit die,negative,-0.2,bullying
426,hyyh said fuck bitch bet thought seen last,negative,-0.2,bullying
427,.fuck life save girl tell save shit,negative,-0.2,bullying
428,well beat piece shit like,negative,-0.2,bullying
429,folk never understand much fucking hate boy genuinely feel blood boiling every time see pus,negative,-0.2,bullying
430,came play football got pelted stone bottle aka deadly weapon like 're,negative,-0.2,bullying
431,.and there like 20 people claimin one ov fb status bout xd people round ear make chuckle,negative,-0.2,bullying
432,.and there like 20 people claimin one ov fb status bout xd people round ear make chuckle,negative,-0.2,bullying
433,.i need someone beat living shit dumbass,negative,-0.2,bullying
434,.my mum find irritating tell shut every time open damn mouth 'my dad dumbass bigot,negative,-0.2,bullying
435,goatfucker fuck goat say gross,negative,-0.2,bullying
436,.fuck narrow minded,negative,-0.2,bullying
437,girl saying men trash shit 'well stop going guy wan na f,negative,-0.2,bullying
438,spike ring blackwork craeven amsterdam handmade via .etsy shit come,negative,-0.2,bullying
439,..realdonaldtrump unicorn poop rainbow alternate reality 'the caravan broken n,negative,-0.2,bullying
440,..khutsom nigger killed whooole family dick,negative,-0.2,bullying
441,swear ca around family anymore shit go missing fucker act like know 'm,negative,-0.2,bullying
442,dude shut fuck 'honestly 'you boring 'this trolling obsessive 'the last time man,negative,-0.2,bullying
443,prefer call dimwit 'dumbass bit harsh 'inbred knuckle dragging mouth breather would,negative,-0.2,bullying
444,fuck nra low iq talking point,negative,-0.2,bullying
445,.getting ready someone else house fuxking stressful pack like 10 fucking outfit incase plann,negative,-0.2,bullying
446,.i really want comment mr fucking welsh people cairn cunt blocked severnbridge,negative,-0.2,bullying
447,.getting ready someone else house fuxking stressful pack like 10 fucking outfit incase plann,negative,-0.2,bullying
448,.i really want comment mr fucking welsh people cairn cunt blocked severnbridge,negative,-0.2,bullying
449,young blood next single 'and going fucking music video 'bitch fuck,negative,-0.19428571428571428,bullying
450,.i dress presentation class today giving serious mr. grey zaddy vibe say,negative,-0.19166666666666665,bullying
451,.i dress presentation class today giving serious mr. grey zaddy vibe say,negative,-0.19166666666666665,bullying
452,.i dress presentation class today giving serious mr. grey zaddy vibe say,negative,-0.19166666666666665,bullying
453,imagine president bash might work america dumb low iq,negative,-0.1875,bullying
454,yet attacking child standing belief 'take seat little bitch..,negative,-0.1875,bullying
455,hush little nigger say word,negative,-0.1875,bullying
456,10 year gun 5 year knife fucking half sentence shit cunt hold weapon mate,negative,-0.18333333333333332,bullying
457,.oh bullshit .realdonaldtrump 'you lost popular vote u know incompetent idiot are..,negative,-0.18333333333333332,bullying
458,10 year gun 5 year knife fucking half sentence shit cunt hold weapon mate,negative,-0.18333333333333332,bullying
459,one fugly bitch 'all look rode hard hung dry,negative,-0.17916666666666667,bullying
460,one fugly bitch 'all look rode hard hung dry,negative,-0.17916666666666667,bullying
461,idiot piece give broad overview finance social housing using evidence actually exist,negative,-0.17604166666666668,bullying
462,idiot piece give broad overview finance social housing using evidence actually exist,negative,-0.17604166666666668,bullying
463,.drama pt2 'she told issue accused trying mess relationship bitch yall,negative,-0.175,bullying
464,.drama pt2 'she told issue accused trying mess relationship bitch yall,negative,-0.175,bullying
465,guy .jimmykimmel total moron 'typical hypocritical libtard make fun,negative,-0.16666666666666669,bullying
466,tonight class discussion gender based racial oppression black america 'the impact patriarchy misandry,negative,-0.16666666666666666,bullying
467,foxandfriends typical libtard truth speaking abo,negative,-0.16666666666666666,bullying
468,tonight class discussion gender based racial oppression black america 'the impact patriarchy misandry,negative,-0.16666666666666666,bullying
469,would kindly note retard,negative,-0.15000000000000002,bullying
470,professional adaptation ky bitch fuck girl ive trying damn,negative,-0.15000000000000002,bullying
471,hey old man would keep fuck mouth shut ,negative,-0.15000000000000002,bullying
472,stop cry moron fighter pussy 'do want famous 'ohh thats problem,negative,-0.15000000000000002,bullying
473,dude trying nice fucking retard 'between match wit,negative,-0.15000000000000002,bullying
474,realdonaldtrump sir 're honest retard made story trump parent h,negative,-0.15000000000000002,bullying
475,seanhannity .realdonaldtrump many people think libtard moron,negative,-0.15000000000000002,bullying
476,would kindly note retard,negative,-0.15000000000000002,bullying
477,.my dumbass forgot work uniform bed.. first time ever done shit 'now got ta wear hospital scrub 'hella weird \u200d,negative,-0.15,bullying
478,dotus dumbass united state really losing week 'scary time,negative,-0.15,bullying
479,hate filled leftist libtard attacking parkland survivor .kyle,negative,-0.15,bullying
480,.hahahahha white people least look like ur unbias prejudice ufc223,negative,-0.15,bullying
481,much pussy maybe coz irrelevant,negative,-0.15,bullying
482,.my dumbass forgot work uniform bed.. first time ever done shit 'now got ta wear hospital scrub 'hella weird \u200d,negative,-0.15,bullying
483,dotus dumbass united state really losing week 'scary time,negative,-0.15,bullying
484,hate filled leftist libtard attacking parkland survivor .kyle,negative,-0.15,bullying
485,.hahahahha white people least look like ur unbias prejudice ufc223,negative,-0.15,bullying
486,make u feel better 'm stupid brai,negative,-0.14999999999999994,bullying
487,make u feel better 'm stupid brai,negative,-0.14999999999999994,bullying
488,realdonaldtrump bad first secondly ever hear,negative,-0.14999999999999994,bullying
489,realdonaldtrump bad first secondly ever hear,negative,-0.14999999999999994,bullying
490,like doctor play doctor 'you play tough guy complete pussy..,negative,-0.14444444444444446,bullying
491,.realdonaldtrump really name yes it\ called white house dumb fuck,negative,-0.14375,bullying
492,.realdonaldtrump really name yes it\ called white house dumb fuck,negative,-0.14375,bullying
493,'re dumb as 15 year old kid know literally nothing morality ethic 'go ask mom,negative,-0.1375,bullying
494,'re dumb as 15 year old kid know literally nothing morality ethic 'go ask mom,negative,-0.1375,bullying
495,good grief even edgy fugly,negative,-0.13333333333333336,bullying
496,good grief even edgy fugly,negative,-0.13333333333333336,bullying
497,thank .renireni writing vital piece work 'to white follower please read book 'dont shy away fro,negative,-0.13333333333333333,bullying
498,surprised many men viciously attacking woman calling slut liar baying h,negative,-0.13333333333333333,bullying
499,realdonaldtrump retard. love third grade comments..,negative,-0.13333333333333333,bullying
500,thank .renireni writing vital piece work 'to white follower please read book 'dont shy away fro,negative,-0.13333333333333333,bullying
501,surprised many men viciously attacking woman calling slut liar baying h,negative,-0.13333333333333333,bullying
502,long distance relationship hard like damn feeling lonely fuck really alone boo c,negative,-0.12833333333333333,bullying
503,long distance relationship hard like damn feeling lonely fuck really alone boo c,negative,-0.12833333333333333,bullying
504,ever called discriminatory name racial slur 'ever dealt w/ bullying prejudice due race gen,negative,-0.125,bullying
505,.and love white girl cause nigger desperate fuck try anything,negative,-0.125,bullying
506,time worry past future need leave past low iq brigade..,negative,-0.125,bullying
507,ever called discriminatory name racial slur 'ever dealt w/ bullying prejudice due race gen,negative,-0.125,bullying
508,.and love white girl cause nigger desperate fuck try anything,negative,-0.125,bullying
509,buggin django hot fire hateful 8 shit thoroughly confused made,negative,-0.11666666666666667,bullying
510,buggin django hot fire hateful 8 shit thoroughly confused made,negative,-0.11666666666666667,bullying
511,annoying joe look handsome daaaamn time need black white filter otherwise strugs,negative,-0.11666666666666667,bullying
512,annoying joe look handsome daaaamn time need black white filter otherwise strugs,negative,-0.11666666666666667,bullying
513,annoying joe look handsome daaaamn time need black white filter otherwise strugs,negative,-0.11666666666666667,bullying
514,showing world incompetent ignorant really 'thanks destroying country,negative,-0.11666666666666665,bullying
515,thanos call t'challa nigger hard er flipping theater clean fuck over..,negative,-0.10833333333333334,bullying
516,thanos call t'challa nigger hard er flipping theater clean fuck over..,negative,-0.10833333333333334,bullying
517,man think heart is. retard buhari yardstick good governance,negative,-0.10000000000000003,bullying
518,actual violation stood snapchat waiting drop drop early fuck sake stop reco,negative,-0.10000000000000002,bullying
519,'ll tie like slut stuff big fat cock mouth throat fuck like wild animal,negative,-0.10000000000000002,bullying
520,actual violation stood snapchat waiting drop drop early fuck sake stop reco,negative,-0.10000000000000002,bullying
521,widely acknowledged erdogan goatfucker..,negative,-0.1,bullying
522,.missoula police alerted nazi propaganda found easter egg via .missoulian,negative,-0.1,bullying
523,neo-nazi propaganda found easter egg missoula citizen,negative,-0.1,bullying
524,met nigga jail riding like 18year bird 4 year sentence nobody care em think yo,negative,-0.1,bullying
525,widely acknowledged erdogan goatfucker..,negative,-0.1,bullying
526,.missoula police alerted nazi propaganda found easter egg via .missoulian,negative,-0.1,bullying
527,neo-nazi propaganda found easter egg missoula citizen,negative,-0.1,bullying
528,met nigga jail riding like 18year bird 4 year sentence nobody care em think yo,negative,-0.1,bullying
0,fugly thought gif tapped play work phone speaker loud,positive,0.1,non bullying
1,disagree nowhere near rogue m3 amp m4 plus fugly,positive,0.1,non bullying
2,.i 44 martin luther king assassinated family young amp remember along wife sitting,positive,0.1,non bullying
3,.neo nazi rally newman 4/21 'thas wild,positive,0.1,non bullying
4,hey reminder ci people absolutely one expecting sex someone 're physically attract,positive,0.1,non bullying
5,far expert know fact 'however know anytime pol,positive,0.1,non bullying
6,far expert know fact 'however know anytime,positive,0.1,non bullying
7,*beside 'like imagine thinking acceptable 'bc letter end 'straight ppl next week gon na saying well,positive,0.1,non bullying
8,.car broke 'rang rac come sent old bloke oap home told wro,positive,0.1,non bullying
9,i\ 'm never going whoop kid gone reconsider 3 year old suplexing dumbass throughout k,positive,0.1,non bullying
10,low iq libtard haha,positive,0.1,non bullying
11,follow dream said goatfucker economic safety net could catch elephant..,positive,0.1,non bullying
12,traffic issue much congestion problem asshole problem 'you guy need think outside box..,positive,0.1,non bullying
13,wow fag,positive,0.1,non bullying
14,fugly thought gif tapped play work phone speaker loud,positive,0.1,non bullying
15,fugly thought gif tapped play work phone speaker loud,positive,0.1,non bullying
16,.i 44 martin luther king assassinated family young amp remember along wife sitting,positive,0.1,non bullying
17,hey reminder ci people absolutely one expecting sex someone 're physically attract,positive,0.1,non bullying
18,*beside 'like imagine thinking acceptable 'bc letter end 'straight ppl next week gon na saying well,positive,0.1,non bullying
19,.car broke 'rang rac come sent old bloke oap home told wro,positive,0.1,non bullying
20,i\ 'm never going whoop kid gone reconsider 3 year old suplexing dumbass throughout k,positive,0.1,non bullying
21,low iq libtard haha,positive,0.1,non bullying
22,ability wish well give fuck time amazing..,positive,0.10000000000000003,non bullying
23,sxdlymxdi cunt as mother fucking bitch 'happy,positive,0.10000000000000003,non bullying
24,yeah mate must get many fight fucking hard nut fighting end fag pub bum,positive,0.10416666666666666,non bullying
25,yeah mate must get many fight fucking hard nut fighting end fag pub bum,positive,0.10416666666666666,non bullying
26,everything conspiracy theory 'the world flat vaccine cause autism kill first 'all rich black peo,positive,0.10833333333333334,non bullying
27,everything conspiracy theory 'the world flat vaccine cause autism kill first 'all rich black peo,positive,0.10833333333333334,non bullying
28,read somewhere gay bisexual pansexual fuck ever true 'm interest,positive,0.12222222222222222,non bullying
29,seeing 8-year-old utilize vivid imagination create battle sequence transformer kirby,positive,0.125,non bullying
30,painful watch significant fall another man 'especially clearly talented,positive,0.125,non bullying
31,society everything beautiful society eat though want get fat society eat 'fucking,positive,0.125,non bullying
32,seeing 8-year-old utilize vivid imagination create battle sequence transformer kirby,positive,0.125,non bullying
33,painful watch significant fall another man 'especially clearly talented,positive,0.125,non bullying
34,society everything beautiful society eat though want get fat society eat 'fucking,positive,0.125,non bullying
35,lucky goatfucker little higher get scond asshole..,positive,0.13194444444444445,non bullying
36,ashamed smaller european club notts forest enjoy playing catch,positive,0.13333333333333333,non bullying
37,prejudice jew cropping among migrant fear grow new generation anti-semite comin,positive,0.13636363636363635,non bullying
38,.i commit spread loveoverbias watch .proctergamble new film amp stand .glblctzn prejudice,positive,0.13636363636363635,non bullying
39,seen new five star hotel built le two yrs..,positive,0.13636363636363635,non bullying
40,rob reiner say one watch new roseannebarr show nazi .. 'lets give ol rob anti nazi patriot salut,positive,0.13636363636363635,non bullying
41,police warns metro atlanta community planned neo nazi rally live report story coming u,positive,0.13636363636363635,non bullying
42,world dumbass live,positive,0.13636363636363635,non bullying
43,michaelianblack ur child ostrich w/ head sand pretending live world w/ cotton cand,positive,0.13636363636363635,non bullying
44,prejudice jew cropping among migrant fear grow new generation anti-semite comin,positive,0.13636363636363635,non bullying
45,seen new five star hotel built le two yrs..,positive,0.13636363636363635,non bullying
46,rob reiner say one watch new roseannebarr show nazi .. 'lets give ol rob anti nazi patriot salut,positive,0.13636363636363635,non bullying
47,police warns metro atlanta community planned neo nazi rally live report story coming u,positive,0.13636363636363635,non bullying
48,world dumbass live,positive,0.13636363636363635,non bullying
49,.fagconnor 'd fag actively opposed islam saying allah gay would prob,positive,0.14166666666666666,non bullying
50,.fagconnor 'd fag actively opposed islam saying allah gay would prob,positive,0.14166666666666666,non bullying
51,.translation waaaaaaaah 'and also i\ 'm blaming left right turning nazi playground 'yeah lik,positive,0.14285714285714285,non bullying
52,msnbc poll soros became obama biggest financial sugar daddy right time started happen..,positive,0.14285714285714285,non bullying
53,msnbc poll soros became obama biggest financial sugar daddy right time started happen..,positive,0.14285714285714285,non bullying
54,ready wedding 'my little pony friendship magic season 08 episode 06 something old something new che,positive,0.14977272727272725,non bullying
55,ready wedding 'my little pony friendship magic season 08 episode 06 something old something new che,positive,0.14977272727272725,non bullying
56,one good thing og 're bringing eu master fuck ton publicity going,positive,0.14999999999999994,non bullying
57,fuck hope good time,positive,0.14999999999999994,non bullying
58,one good thing og 're bringing eu master fuck ton publicity going,positive,0.14999999999999994,non bullying
59,fuck hope good time,positive,0.14999999999999994,non bullying
60,.mind talking shit philadelphia winning championship 'his response,positive,0.15,non bullying
61,realdonaldtrump goatfucker muslim talking shit hilarious,positive,0.15,non bullying
62,.mind talking shit philadelphia winning championship 'his response,positive,0.15,non bullying
63,care say lol look like crush creepy fag,positive,0.15000000000000002,non bullying
64,.decolonialblack black council member great race relation town white council member sit silent,positive,0.15833333333333335,non bullying
65,.decolonialblack black council member great race relation town white council member sit silent,positive,0.15833333333333335,non bullying
66,honestly nothing close hilarious funny sick stuff,positive,0.15892857142857145,non bullying
67,honestly nothing close hilarious funny sick stuff,positive,0.15892857142857145,non bullying
68,honestly nothing close hilarious funny sick stuff,positive,0.15892857142857145,non bullying
69,honestly nothing close hilarious funny sick stuff,positive,0.15892857142857145,non bullying
70,..jimmykimmel sore bc melania must remind girl could never get high school amp never wi,positive,0.16,non bullying
71,good last thing need country low iq commie-sympathizing freeloader still took long,positive,0.16249999999999998,non bullying
72,good last thing need country low iq commie-sympathizing freeloader still took long,positive,0.16249999999999998,non bullying
73,.lol main koi celeb hu kiya jo mujhe support karoge btw flopsstar defeated murderer\ fugly as,positive,0.16666666666666666,non bullying
74,many u jewish left trans make room prejudice community,positive,0.16666666666666666,non bullying
75,jew particular calling fight every type prejudice support muslim brother,positive,0.16666666666666666,non bullying
76,steady diet feminism,positive,0.16666666666666666,non bullying
77,classic hit uk played sly amp family stone sly amp family stone call nigger whitey,positive,0.16666666666666666,non bullying
78,.lol main koi celeb hu kiya jo mujhe support karoge btw flopsstar defeated murderer\ fugly as,positive,0.16666666666666666,non bullying
79,.lol main koi celeb hu kiya jo mujhe support karoge btw flopsstar defeated murderer\ fugly as,positive,0.16666666666666666,non bullying
80,jew particular calling fight every type prejudice support muslim brother,positive,0.16666666666666666,non bullying
81,steady diet feminism,positive,0.16666666666666666,non bullying
82,.another smear aricle vice stupid pissant .realwillnardi 'will- vastly intelligent handsome,positive,0.1666666666666667,non bullying
83,.another smear aricle vice stupid pissant .realwillnardi 'will- vastly intelligent handsome,positive,0.1666666666666667,non bullying
84,.so gay bar 'that could mean 2 thing ethier tranny fag hag.. 'it sound like,positive,0.16805555555555554,non bullying
85,.so gay bar 'that could mean 2 thing ethier tranny fag hag.. 'it sound like,positive,0.16805555555555554,non bullying
86,.yes emotional yes complete dumbass sometimes yes loud hell yes love people,positive,0.175,non bullying
87,photo prof israel peaceful unless attacked direct,positive,0.175,non bullying
88,one thing ever aiming something directly person say exactly talking never bee,positive,0.175,non bullying
89,.yes emotional yes complete dumbass sometimes yes loud hell yes love people,positive,0.175,non bullying
90,photo prof israel peaceful unless attacked direct,positive,0.175,non bullying
91,one thing ever aiming something directly person say exactly talking never bee,positive,0.175,non bullying
92,good luck insufferable dumbass really hope jerry brown make hard trump like far..,positive,0.1770833333333333,non bullying
93,good luck insufferable dumbass really hope jerry brown make hard trump like far..,positive,0.1770833333333333,non bullying
94,surely know thats problem 'the low variance captured gwa iq study social class diff,positive,0.17777777777777778,non bullying
95,surely know thats problem 'the low variance captured gwa iq study social class diff,positive,0.17777777777777778,non bullying
96,'m non-impulsive high iq nazi larper thank much,positive,0.18,non bullying
97,mean lot people look porn good weebo messed,positive,0.19375,non bullying
98,mean lot people look porn good weebo messed,positive,0.19375,non bullying
99,..emmacau97 stoooppppp best part big fuck lynx bottle lighting fag woman,positive,0.2,non bullying
100,.if friend know -i 'm impulsive shit -i 'm asshole also honest -i 'm self destruct,positive,0.2,non bullying
101,..emmacau97 stoooppppp best part big fuck lynx bottle lighting fag woman,positive,0.2,non bullying
102,literally know one person us word fugly 'lol fuck anna..,positive,0.2,non bullying
103,thanks 'momma dawgs really pissed fugly '\u0001f92c\u0001f92f,positive,0.2,non bullying
104,.i bought cap gown 'yo really happening.. dumbass really graduating college,positive,0.2,non bullying
105,thanks reminding i\ 'm cishetwhitemale,positive,0.2,non bullying
106,.and hid hehind feminism year admitting wanted hoe..we really nothing h,positive,0.2,non bullying
107,healtheworldin5words never embrace modern day feminism,positive,0.2,non bullying
108,remark tusk european cheap whore smelly goatfucker turkey..,positive,0.2,non bullying
109,really .alyssa.milano called terrorist murderer nazi etc attended la marchforourlives event,positive,0.2,non bullying
110,.because like asshole 'but want worry much longer going vote,positive,0.2,non bullying
111,realdonaldtrump people given power absolutely control,positive,0.2,non bullying
112,.i control mother 'she really said spell nigga said n-i-g-g-a go wh,positive,0.2,non bullying
113,.lookin real fugly,positive,0.2,non bullying
114,dont try n add ur dumbass liberal let start revolution fb page fuck lol like umm thank u yall stupi,positive,0.2,non bullying
115,idea casually fly nazi flag nazi like saying fuck goat yet goatfucke,positive,0.2,non bullying
116,legit one backing much cunt would li,positive,0.2,non bullying
117,robert nobody care opinion either really keep mouth shut sho,positive,0.2,non bullying
118,nobody give damn twit america care real news affect 'you talking,positive,0.2,non bullying
119,might go home today ready suck dick call nigger man,positive,0.2,non bullying
120,ah got ya hm fag thanks,positive,0.2,non bullying
121,literally know one person us word fugly 'lol fuck anna..,positive,0.2,non bullying
122,thanks 'momma dawgs really pissed fugly '\u0001f92c\u0001f92f,positive,0.2,non bullying
123,literally know one person us word fugly 'lol fuck anna..,positive,0.2,non bullying
124,thanks 'momma dawgs really pissed fugly '\u0001f92c\u0001f92f,positive,0.2,non bullying
125,.i bought cap gown 'yo really happening.. dumbass really graduating college,positive,0.2,non bullying
126,thanks reminding i\ 'm cishetwhitemale,positive,0.2,non bullying
127,.and hid hehind feminism year admitting wanted hoe..we really nothing h,positive,0.2,non bullying
128,healtheworldin5words never embrace modern day feminism,positive,0.2,non bullying
129,remark tusk european cheap whore smelly goatfucker turkey..,positive,0.2,non bullying
130,really .alyssa.milano called terrorist murderer nazi etc attended la marchforourlives event,positive,0.2,non bullying
131,.because like asshole 'but want worry much longer going vote,positive,0.2,non bullying
132,realdonaldtrump people given power absolutely control,positive,0.2,non bullying
133,.lookin real fugly,positive,0.2,non bullying
134,dont try n add ur dumbass liberal let start revolution fb page fuck lol like umm thank u yall stupi,positive,0.2,non bullying
135,pure filth protect name kennedy hey lower class woman much trash see stench cl,positive,0.20714285714285716,non bullying
136,pure filth protect name kennedy hey lower class woman much trash see stench cl,positive,0.20714285714285716,non bullying
137,ask dumbass question want smart as response,positive,0.21428571428571427,non bullying
138,ask dumbass question want smart as response,positive,0.21428571428571427,non bullying
139,.sorry runner popular right plain fugly,positive,0.2238095238095238,non bullying
140,.sorry runner popular right plain fugly,positive,0.2238095238095238,non bullying
141,.sorry runner popular right plain fugly,positive,0.2238095238095238,non bullying
142,love love love doughy cynical cowardly poseur unimaginative retro-grade faux-christ,positive,0.225,non bullying
143,love love love doughy cynical cowardly poseur unimaginative retro-grade faux-christ,positive,0.225,non bullying
144,andy share positive conservative vision nazi sympathizer rebel medium '.andrewscheer .cpc.hq cdnpoli,positive,0.2272727272727273,non bullying
145,andy share positive conservative vision nazi sympathizer rebel medium '.andrewscheer .cpc.hq cdnpoli,positive,0.2272727272727273,non bullying
146,dumbass affirmative action senator ca even make joke correctly 'the proper line would,positive,0.2333333333333333,non bullying
147,glenncarroll1 .pauldollery good lad carroll fucking rage cage nicely placed prop camera,positive,0.2333333333333333,non bullying
148,oh cares.. nobody really care anything trump personal life.. sure dont..get loss..,positive,0.2333333333333333,non bullying
149,dumbass affirmative action senator ca even make joke correctly 'the proper line would,positive,0.2333333333333333,non bullying
150,glenncarroll1 .pauldollery good lad carroll fucking rage cage nicely placed prop camera,positive,0.2333333333333333,non bullying
151,.a classic article worth reading anew via .harpers,positive,0.2333333333333333,non bullying
152,.a classic article worth reading anew via .harpers,positive,0.2333333333333333,non bullying
153,ur whole dumbass tf right mind would say people,positive,0.24285714285714285,non bullying
154,ur whole dumbass tf right mind would say people,positive,0.24285714285714285,non bullying
155,literally retarded.these shooter rarely ever nra member easy boogeyman low iq,positive,0.2444444444444445,non bullying
156,literally retarded.these shooter rarely ever nra member easy boogeyman low iq,positive,0.2444444444444445,non bullying
157,honestly 'm mostly interested card coming like billion year determi,positive,0.25,non bullying
158,hey foxandfriends next time propose dumbass idea like militarizing border sure include,positive,0.25,non bullying
159,.i bet scraping top crooked thing dumbass,positive,0.25,non bullying
160,picture dating someone socially aware dating people passive notion towards police b,positive,0.25,non bullying
161,hilarious see .theatlantic feign objectivity goose stepping nazi hive mind left 'they al,positive,0.25,non bullying
162,baby army irl first comeback trying explain euphoria teaser linking mv cu,positive,0.25,non bullying
163,.i bought 3 hot dog target cafe 'everyone said awe got snack family like bitch,positive,0.25,non bullying
164,guess suicide bomber spread love standard goatfucker,positive,0.25,non bullying
165,.it hilarious see .theatlantic feign objectivity goose stepping nazi hive mind left..,positive,0.25,non bullying
166,honestly 'm mostly interested card coming like billion year determi,positive,0.25,non bullying
167,honestly 'm mostly interested card coming like billion year determi,positive,0.25,non bullying
168,hey foxandfriends next time propose dumbass idea like militarizing border sure include,positive,0.25,non bullying
169,.i bet scraping top crooked thing dumbass,positive,0.25,non bullying
170,picture dating someone socially aware dating people passive notion towards police b,positive,0.25,non bullying
171,hilarious see .theatlantic feign objectivity goose stepping nazi hive mind left 'they al,positive,0.25,non bullying
172,baby army irl first comeback trying explain euphoria teaser linking mv cu,positive,0.25,non bullying
173,.i bought 3 hot dog target cafe 'everyone said awe got snack family like bitch,positive,0.25,non bullying
174,proving good little libtard 'make claim,positive,0.25625,non bullying
175,ironic goatfucker still goatfucker 'if using nazi meme nazi 'full stop..,positive,0.275,non bullying
176,travel fatal prejudice bigotry narrow-mindedness many people need sorely account 'broad,positive,0.28125,non bullying
177,travel fatal prejudice bigotry narrow-mindedness many people need sorely account 'broad,positive,0.28125,non bullying
178,..dloesch one constitutional right six-figure position writing atlantic..,positive,0.2857142857142857,non bullying
179,..spann happened manner someone momma teach right 'talking man show u weather,positive,0.2857142857142857,non bullying
